Timestamp,Temperature[degC],Humidity[percent],PM[ug/m^3],PM[V],Latitude[deg],Longitude[deg],Altitude[m]
3/9/2017 15:39,34.51,20.9,0.65,0.243,---,---,---
3/9/2017 15:40,34.62,20.85,0.61,0.24,---,---,---
3/9/2017 15:41,34.66,21.04,0.84,0.258,---,---,---
3/9/2017 15:42,34.64,21.16,0.5,0.231,---,---,---
3/9/2017 15:43,34.67,20.98,0.84,0.257,---,---,---
3/9/2017 15:44,34.69,21.09,0.78,0.253,---,---,---
3/9/2017 15:45,34.72,21.09,0.86,0.259,---,---,---
3/9/2017 15:46,34.74,21.08,0.57,0.237,---,---,---
3/9/2017 15:47,34.79,20.98,0.77,0.252,---,---,---
3/9/2017 15:48,34.83,20.86,0.86,0.259,---,---,---
3/9/2017 15:49,34.88,20.64,0.73,0.249,---,---,---
3/9/2017 15:50,34.88,20.71,0.63,0.242,---,---,---
3/9/2017 15:51,34.93,20.4,0.87,0.259,---,---,---
3/9/2017 15:52,34.62,20.66,0.85,0.258,---,---,---
3/9/2017 15:53,34.58,20.72,0.85,0.258,---,---,---
3/9/2017 15:54,34.57,20.89,0.88,0.261,---,---,---
3/9/2017 15:55,34.48,21.05,0.75,0.25,---,---,---
3/9/2017 15:56,34.59,20.72,0.99,0.269,---,---,---
3/9/2017 15:57,34.48,20.51,0.79,0.253,---,---,---
3/9/2017 15:58,34.37,20.69,0.56,0.236,---,---,---
3/9/2017 15:59,34.31,20.91,0.79,0.254,---,---,---
3/9/2017 16:00,34.25,20.97,0.5,0.231,---,---,---
3/9/2017 16:01,34.32,20.76,1.01,0.27,---,---,---
3/9/2017 16:02,34.32,20.53,1.18,0.283,---,---,---
3/9/2017 16:03,34.29,20.66,1.17,0.282,---,---,---
3/9/2017 16:04,34.24,20.66,1.2,0.285,---,---,---
3/9/2017 16:05,34.25,20.64,1.04,0.272,---,---,---
3/9/2017 16:06,34.19,20.61,0.7,0.247,---,---,---
3/9/2017 16:07,34.19,20.49,0.53,0.234,---,---,---
3/9/2017 16:08,34.29,20.66,0.56,0.236,---,---,---
3/9/2017 16:09,34.29,20.79,0.42,0.226,---,---,---
3/9/2017 16:10,34.3,20.94,1.16,0.282,---,---,---
3/9/2017 16:11,34.34,20.81,1.24,0.287,---,---,---
3/9/2017 16:12,34.4,20.61,2.15,0.356,---,---,---
3/9/2017 16:13,34.32,20.68,3.31,0.441,---,---,---
3/9/2017 16:14,34.1,20.81,3.1,0.426,---,---,---
3/9/2017 16:15,34.08,20.8,2.65,0.393,---,---,---
3/9/2017 16:16,34.14,20.57,3.78,0.475,---,---,---
3/9/2017 16:17,34.02,20.66,6.05,0.635,---,---,---
3/9/2017 16:18,33.78,20.74,3.74,0.473,---,---,---
3/9/2017 16:19,33.68,20.95,4.31,0.513,---,---,---
3/9/2017 16:20,33.69,21,4.17,0.503,---,---,---
3/9/2017 16:21,33.7,20.92,3.74,0.473,---,---,---
3/9/2017 16:22,33.72,20.87,4.14,0.501,---,---,---
3/9/2017 16:23,33.79,20.92,4.72,0.542,---,---,---
3/9/2017 16:24,33.67,21.1,3.03,0.421,---,---,---
3/9/2017 16:25,33.61,21.19,3.79,0.476,---,---,---
3/9/2017 16:26,33.63,21.13,5.17,0.574,---,---,---
3/9/2017 16:27,33.61,21.01,5.22,0.578,---,---,---
3/9/2017 16:28,33.65,21.1,4.38,0.519,---,---,---
3/9/2017 16:29,33.54,21.43,4.51,0.527,---,---,---
3/9/2017 16:30,33.57,21.38,3.82,0.478,---,---,---
3/9/2017 16:31,33.54,21.16,1.48,0.306,---,---,---
3/9/2017 16:32,33.54,21.37,4.73,0.543,---,---,---
3/9/2017 16:33,33.54,21.48,7.25,0.716,---,---,---
3/9/2017 16:34,33.51,21.3,5.34,0.586,---,---,---
3/9/2017 16:35,33.52,21.26,4.42,0.521,---,---,---
3/9/2017 16:36,33.51,21.29,4.24,0.508,---,---,---
3/9/2017 16:37,33.5,21.03,5.23,0.578,---,---,---
3/9/2017 16:38,33.5,20.93,3.67,0.468,---,---,---
3/9/2017 16:39,33.42,21.08,1.85,0.334,---,---,---
3/9/2017 16:40,33.4,21.4,2.69,0.396,---,---,---
3/9/2017 16:41,33.32,21.31,6.14,0.641,---,---,---
3/9/2017 16:42,33.17,21.3,6.17,0.643,---,---,---
3/9/2017 16:43,33.12,21.32,3.53,0.457,---,---,---
3/9/2017 16:44,33.1,21.62,5.57,0.602,---,---,---
3/9/2017 16:45,33.06,21.67,6.52,0.667,---,---,---
3/9/2017 16:46,33,21.71,5.6,0.604,---,---,---
3/9/2017 16:47,32.94,21.76,4.8,0.548,---,---,---
3/9/2017 16:48,32.88,21.68,4.93,0.557,---,---,---
3/9/2017 16:49,32.84,21.63,4.45,0.523,---,---,---
3/9/2017 16:50,32.78,21.69,4.22,0.507,---,---,---
3/9/2017 16:51,32.72,21.57,2.77,0.402,---,---,---
3/9/2017 16:52,32.63,21.71,1.3,0.292,---,---,---
3/9/2017 16:53,32.52,21.9,1.45,0.304,---,---,---
3/9/2017 16:54,32.34,22.02,3.64,0.465,---,---,---
3/9/2017 16:55,32.13,22.06,2.82,0.405,---,---,---
3/9/2017 16:56,32.01,21.97,3.47,0.453,---,---,---
3/9/2017 16:57,31.78,22,3.44,0.451,---,---,---
3/9/2017 16:58,31.43,22.45,4.04,0.494,---,---,---
3/9/2017 16:59,31.1,22.15,3.28,0.439,---,---,---
3/9/2017 17:00,30.86,22.57,5.01,0.563,---,---,---
3/9/2017 17:01,30.56,22.7,5.02,0.563,---,---,---
3/9/2017 17:02,30.27,22.86,4.58,0.532,---,---,---
3/9/2017 17:03,30.02,22.8,3.93,0.486,---,---,---
3/9/2017 17:04,29.8,22.9,3.59,0.462,---,---,---
3/9/2017 17:05,29.57,22.87,4.24,0.508,---,---,---
3/9/2017 17:06,29.36,22.97,4.14,0.501,---,---,---
3/9/2017 17:07,29.2,23.09,3.81,0.477,---,---,---
3/9/2017 17:08,29.06,23.34,5.48,0.596,---,---,---
3/9/2017 17:09,28.93,23.45,4.72,0.543,---,---,---
3/9/2017 17:10,28.83,23.4,4.02,0.493,---,---,---
3/9/2017 17:11,28.73,23.42,5.68,0.609,---,---,---
3/9/2017 17:12,28.58,23.58,3.69,0.469,---,---,---
3/9/2017 17:13,28.52,23.61,2.79,0.403,---,---,---
3/9/2017 17:14,28.49,23.63,2.35,0.37,---,---,---
3/9/2017 17:15,28.34,23.79,2.01,0.346,---,---,---
3/9/2017 17:16,28.2,23.84,3.3,0.441,---,---,---
3/9/2017 17:17,28.01,24.09,2.8,0.404,---,---,---
3/9/2017 17:18,27.93,24.02,3.23,0.435,---,---,---
3/9/2017 17:19,27.81,24.18,2.7,0.397,---,---,---
3/9/2017 17:20,27.64,24.1,2.82,0.406,---,---,---
3/9/2017 17:21,27.41,24.51,4.78,0.547,---,---,---
3/9/2017 17:22,27.25,24.71,3.43,0.45,---,---,---
3/9/2017 17:23,27.07,24.81,4.18,0.504,---,---,---
3/9/2017 17:24,26.92,24.68,2.77,0.402,---,---,---
3/9/2017 17:25,26.75,24.72,2.89,0.411,---,---,---
3/9/2017 17:26,26.58,25.06,2.17,0.357,---,---,---
3/9/2017 17:27,26.43,25.14,2.5,0.382,---,---,---
3/9/2017 17:28,26.28,25.08,3.49,0.454,---,---,---
3/9/2017 17:29,26.1,25.27,2.9,0.411,---,---,---
3/9/2017 17:30,25.97,25.44,1.62,0.316,---,---,---
3/9/2017 17:31,25.84,25.4,3.12,0.427,---,---,---
3/9/2017 17:32,25.67,25.45,2.35,0.371,---,---,---
3/9/2017 17:33,25.54,25.59,2.8,0.404,---,---,---
3/9/2017 17:34,25.42,25.91,3.4,0.448,---,---,---
3/9/2017 17:35,25.3,25.83,2.36,0.372,---,---,---
3/9/2017 17:36,25.22,25.95,2.03,0.347,---,---,---
3/9/2017 17:37,25.13,25.97,2,0.344,---,---,---
3/9/2017 17:38,25.01,25.91,1.26,0.289,---,---,---
3/9/2017 17:39,24.89,26.11,2.02,0.346,---,---,---
3/9/2017 17:40,24.81,26.3,2.61,0.39,---,---,---
3/9/2017 17:41,24.71,26.53,3.56,0.459,---,---,---
3/9/2017 17:42,24.62,26.5,2.43,0.377,---,---,---
3/9/2017 17:43,24.54,26.47,1.58,0.313,---,---,---
3/9/2017 17:44,24.44,26.57,2.83,0.406,---,---,---
3/9/2017 17:45,24.37,26.53,1.99,0.344,---,---,---
3/9/2017 17:46,24.32,26.59,2.18,0.358,---,---,---
3/9/2017 17:47,24.23,26.68,1.76,0.327,---,---,---
3/9/2017 17:48,24.12,26.66,2.04,0.348,---,---,---
3/9/2017 17:49,24.08,26.82,2.71,0.397,---,---,---
3/9/2017 17:50,24.03,26.86,3.25,0.437,---,---,---
3/9/2017 17:51,23.95,27.15,2.38,0.373,---,---,---
3/9/2017 17:52,23.91,26.97,2.62,0.391,---,---,---
3/9/2017 17:53,23.86,27.24,2.8,0.404,---,---,---
3/9/2017 17:54,23.83,27.19,1.89,0.336,---,---,---
3/9/2017 17:55,23.8,26.97,2.23,0.362,---,---,---
3/9/2017 17:56,23.75,26.88,3.6,0.462,---,---,---
3/9/2017 17:57,23.68,27.25,4.4,0.52,---,---,---
3/9/2017 17:58,23.66,27.23,2.88,0.41,---,---,---
3/9/2017 17:59,23.64,27.52,2.92,0.413,---,---,---
3/9/2017 18:00,23.59,27.64,2.56,0.386,---,---,---
3/9/2017 18:01,23.56,27.45,3.41,0.449,---,---,---
3/9/2017 18:02,23.54,27.3,3.38,0.446,---,---,---
3/9/2017 18:03,23.52,27.2,3.08,0.424,---,---,---
3/9/2017 18:04,23.49,27.39,2.16,0.357,---,---,---
3/9/2017 18:05,23.45,27.64,3.36,0.445,---,---,---
3/9/2017 18:06,23.38,28.28,2.09,0.351,---,---,---
3/9/2017 18:07,23.36,28.57,4.02,0.493,---,---,---
3/9/2017 18:08,23.36,28.48,3.58,0.461,---,---,---
3/9/2017 18:09,23.34,28.73,5.52,0.599,---,---,---
3/9/2017 18:10,23.31,28.64,3.05,0.422,---,---,---
3/9/2017 18:11,23.28,28.66,3.2,0.433,---,---,---
3/9/2017 18:12,23.26,28.27,2.55,0.386,---,---,---
3/9/2017 18:13,23.24,28.4,2.72,0.398,---,---,---
3/9/2017 18:14,23.21,28.41,4.44,0.523,---,---,---
3/10/2017 13:00,22.37,50.24,2.98,0.417,---,---,---
3/10/2017 13:01,22.54,49.25,5.24,0.579,---,---,---
3/10/2017 13:02,22.59,48.95,6.68,0.677,---,---,---
3/10/2017 13:03,22.72,48.5,7.18,0.711,---,---,---
3/10/2017 13:04,22.62,48.78,9.9,0.884,---,---,---
3/10/2017 13:05,22.62,48.74,9.66,0.869,---,---,---
3/10/2017 13:06,22.88,48.47,9.57,0.864,---,---,---
3/10/2017 13:07,23.17,47.96,9.46,0.857,---,---,---
3/10/2017 13:08,23.12,47.86,10.39,0.914,---,---,---
3/10/2017 13:09,23.39,46.62,10.38,0.913,---,---,---
3/10/2017 13:10,23.24,46.66,12.02,1.01,---,---,---
3/10/2017 13:11,23.31,46.89,3.85,0.48,---,---,---
3/10/2017 13:12,23.7,46.59,0.54,0.234,---,---,---
3/10/2017 13:13,24.09,46.07,1.81,0.33,---,---,---
3/10/2017 13:14,24.17,45.9,5.67,0.608,---,---,---
3/10/2017 13:15,24.25,45.54,10.32,0.91,---,---,---
3/10/2017 13:16,24.38,45.42,4.12,0.5,---,---,---
3/10/2017 13:17,24.8,44.34,0.94,0.265,---,---,---
3/10/2017 13:18,25.17,43.56,0.71,0.248,---,---,---
3/10/2017 13:19,25.31,43.01,0.89,0.261,---,---,---
3/10/2017 13:20,25.89,42.49,0.66,0.244,---,---,---
3/10/2017 13:21,26.29,41.83,0.72,0.248,---,---,---
3/10/2017 13:22,27.03,40.97,0.76,0.252,---,---,---
3/10/2017 13:23,27.6,40.36,0.68,0.245,---,---,---
3/10/2017 13:24,27.98,39.61,0.68,0.245,---,---,---
3/10/2017 13:25,28.05,39.32,0.37,0.222,---,---,---
3/10/2017 13:26,27.95,39.13,0.76,0.251,---,---,---
3/10/2017 13:27,27.99,39.17,0.96,0.266,---,---,---
3/10/2017 13:28,28.3,39.05,0.83,0.256,---,---,---
3/10/2017 13:29,28.36,39.05,0.49,0.231,---,---,---
3/10/2017 13:30,27.91,39.19,1.21,0.286,---,---,---
3/10/2017 13:31,27.6,39.61,0.68,0.245,---,---,---
3/10/2017 13:32,27.59,39.37,0.56,0.236,---,---,---
3/10/2017 13:33,27.9,38.92,0.69,0.246,---,---,---
3/10/2017 13:34,28.38,38.35,0.49,0.231,---,---,---
3/10/2017 13:35,28.81,37.97,0.64,0.243,---,---,---
3/10/2017 13:36,29.14,37.55,0.53,0.234,---,---,---
3/10/2017 13:37,29.46,37.18,0.57,0.237,---,---,---
3/10/2017 13:38,29.71,36.92,0.71,0.247,---,---,---
3/10/2017 13:39,30.15,36.3,0.55,0.235,---,---,---
3/10/2017 13:40,30.38,35.84,0.5,0.231,---,---,---
3/10/2017 13:41,30.53,35.64,0.6,0.239,---,---,---
3/10/2017 13:42,30.75,35.7,0.64,0.242,---,---,---
3/10/2017 13:43,31.17,34.82,0.6,0.239,---,---,---
3/10/2017 13:44,31.31,34.71,0.61,0.24,---,---,---
3/10/2017 13:45,31.55,34.66,0.6,0.239,---,---,---
3/10/2017 13:46,31.87,33.8,0.67,0.245,---,---,---
3/10/2017 13:47,31.93,33.97,0.49,0.231,---,---,---
3/10/2017 13:48,32.01,34.1,0.55,0.235,---,---,---
3/10/2017 13:49,32.38,33.62,0.58,0.238,---,---,---
3/10/2017 13:50,32.48,33.33,0.59,0.238,---,---,---
3/10/2017 13:51,32.37,33.11,0.64,0.242,---,---,---
3/10/2017 13:52,32.59,32.96,0.53,0.234,---,---,---
3/10/2017 13:53,32.77,32.75,0.6,0.239,---,---,---
3/10/2017 13:54,33.04,32.64,0.43,0.226,---,---,---
3/10/2017 13:55,33.13,32.6,0.47,0.229,---,---,---
3/10/2017 13:56,33.37,32.15,0.51,0.233,---,---,---
3/10/2017 13:57,33.43,32.06,0.46,0.228,---,---,---
3/10/2017 13:58,33.48,31.97,0.46,0.228,---,---,---
3/10/2017 13:59,33.61,31.86,0.56,0.236,---,---,---
3/10/2017 14:00,33.33,31.52,0.72,0.248,---,---,---
3/10/2017 14:01,33.5,31.42,0.48,0.23,---,---,---
3/10/2017 14:02,33.65,31.34,0.5,0.231,---,---,---
3/10/2017 14:03,33.73,31.42,0.54,0.235,---,---,---
3/10/2017 14:04,33.87,31.12,0.49,0.231,---,---,---
3/10/2017 14:05,34.05,30.84,0.5,0.231,---,---,---
3/10/2017 14:06,33.85,31.01,0.51,0.232,---,---,---
3/10/2017 14:07,34.02,30.75,0.56,0.236,---,---,---
3/10/2017 14:08,34.11,30.6,0.66,0.243,---,---,---
3/10/2017 14:09,34.12,30.46,0.65,0.243,---,---,---
3/10/2017 14:10,34.19,30.65,0.49,0.231,---,---,---
3/10/2017 14:11,34.25,30.68,0.47,0.229,---,---,---
3/10/2017 14:12,34.52,30.34,0.49,0.231,---,---,---
3/10/2017 14:13,34.61,30.28,0.05,0.197,---,---,---
3/10/2017 14:14,34.08,30.33,3.55,0.459,---,---,---
3/10/2017 14:15,33.74,30.33,6.16,0.642,---,---,---
3/10/2017 14:16,33.57,30.42,1.36,0.297,---,---,---
3/10/2017 14:17,33.5,30.68,0.67,0.244,---,---,---
3/10/2017 14:18,33.51,30.86,0.59,0.238,---,---,---
3/10/2017 14:19,33.49,31.01,0.61,0.24,---,---,---
3/10/2017 14:20,33.47,31.09,0.6,0.239,---,---,---
3/10/2017 14:21,33.59,31.07,0.56,0.236,---,---,---
3/10/2017 14:22,34.03,30.55,0.47,0.229,---,---,---
3/10/2017 14:23,34.08,30.45,0.5,0.231,---,---,---
3/10/2017 14:24,33.97,30.61,0.64,0.242,---,---,---
3/10/2017 14:25,34.28,30.42,0.56,0.236,---,---,---
3/10/2017 14:26,34.28,30.58,0.61,0.24,---,---,---
3/10/2017 14:27,34.29,30.75,0.53,0.234,---,---,---
3/10/2017 14:28,34.23,30.76,0.48,0.23,---,---,---
3/10/2017 14:29,34.32,30.71,0.42,0.226,---,---,---
3/10/2017 14:30,34.55,30.37,0.48,0.23,---,---,---
3/10/2017 14:31,34.73,30.3,0.53,0.234,---,---,---
3/10/2017 14:32,34.62,30.31,0.49,0.231,---,---,---
3/10/2017 14:33,34.28,30.45,0.53,0.233,---,---,---
3/10/2017 14:34,34.74,29.94,0.55,0.235,---,---,---
3/10/2017 14:35,34.6,29.96,0.52,0.233,---,---,---
3/10/2017 14:36,34.65,29.88,0.47,0.229,---,---,---
3/10/2017 14:37,34.06,30.39,0.68,0.245,---,---,---
3/10/2017 14:38,33.41,31.2,0.78,0.253,---,---,---
3/10/2017 14:39,33.12,31.44,1.24,0.288,---,---,---
3/10/2017 14:40,33.32,31.23,0.58,0.238,---,---,---
3/10/2017 14:41,33.49,31.23,0.61,0.24,---,---,---
3/10/2017 14:42,33.72,31.1,0.62,0.24,---,---,---
3/10/2017 14:43,33.89,30.93,0.63,0.241,---,---,---
3/10/2017 14:44,33.8,31,0.48,0.23,---,---,---
3/10/2017 14:45,33.71,31.05,0.7,0.246,---,---,---
3/10/2017 14:46,33.85,31.03,0.5,0.232,---,---,---
3/10/2017 14:47,33.71,31.05,0.64,0.242,---,---,---
3/10/2017 14:48,33.18,31.47,3.31,0.441,---,---,---
3/10/2017 14:49,32.59,32.09,8.92,0.823,---,---,---
3/10/2017 14:50,31.75,32.9,8.73,0.811,---,---,---
3/10/2017 14:51,31.35,33.36,1.81,0.331,---,---,---
3/10/2017 14:52,31.01,33.71,6.05,0.635,---,---,---
3/10/2017 14:53,30.73,34.11,6.95,0.696,---,---,---
3/10/2017 14:54,30.28,34.71,1.2,0.285,---,---,---
3/10/2017 14:55,30.41,34.69,0.68,0.245,---,---,---
3/10/2017 14:56,30.93,34.17,0.76,0.251,---,---,---
3/10/2017 14:57,30.92,34.23,0.69,0.246,---,---,---
3/10/2017 14:58,31.09,34.17,0.61,0.24,---,---,---
3/10/2017 14:59,31.48,33.81,0.62,0.24,---,---,---
3/10/2017 15:00,31.7,33.42,0.59,0.239,---,---,---
3/10/2017 15:01,31.94,33.15,0.68,0.246,---,---,---
3/10/2017 15:02,32.19,32.82,0.56,0.236,---,---,---
3/10/2017 15:03,32.2,32.73,0.55,0.236,---,---,---
3/10/2017 15:04,32.33,32.58,0.41,0.225,---,---,---
3/10/2017 15:05,32.4,32.42,0.49,0.231,---,---,---
3/10/2017 15:06,32.6,32.37,0.44,0.227,---,---,---
3/10/2017 15:07,32.64,32.25,0.76,0.251,---,---,---
3/10/2017 15:08,32.6,32.47,0.47,0.229,---,---,---
3/10/2017 15:09,32.71,32.32,0.56,0.236,---,---,---
3/10/2017 15:10,32.77,32.22,0.45,0.228,---,---,---
3/10/2017 15:11,32.86,32.03,0.56,0.236,---,---,---
3/10/2017 15:12,33.09,31.95,0.44,0.227,---,---,---
3/10/2017 15:13,33.22,31.82,0.44,0.227,---,---,---
3/10/2017 15:14,33.03,31.83,0.66,0.244,---,---,---
3/10/2017 15:15,32.91,32.05,0.48,0.23,---,---,---
3/10/2017 15:16,33.29,31.62,0.36,0.221,---,---,---
3/10/2017 15:17,33.47,31.31,0.68,0.245,---,---,---
3/10/2017 15:18,33.41,31.31,0.5,0.231,---,---,---
3/10/2017 15:19,32.74,31.75,0.68,0.245,---,---,---
3/10/2017 15:20,32.73,31.85,0.56,0.236,---,---,---
3/10/2017 15:21,33.08,31.49,0.53,0.234,---,---,---
3/10/2017 15:22,32.98,31.45,0.49,0.23,---,---,---
3/10/2017 15:23,32.4,32.03,0.75,0.25,---,---,---
3/10/2017 15:24,32.44,32.08,0.54,0.234,---,---,---
3/10/2017 15:25,32.71,31.86,0.53,0.234,---,---,---
3/10/2017 15:26,32.83,31.81,0.49,0.231,---,---,---
3/10/2017 15:27,32.79,31.77,0.53,0.233,---,---,---
3/10/2017 15:28,32.61,31.89,0.7,0.246,---,---,---
3/10/2017 15:29,32.71,31.95,0.62,0.24,---,---,---
3/10/2017 15:30,32.96,31.72,0.49,0.231,---,---,---
3/10/2017 15:31,32.91,31.9,0.5,0.232,---,---,---
3/10/2017 15:32,33.01,31.81,0.44,0.227,---,---,---
3/10/2017 15:33,32.97,31.66,0.48,0.23,---,---,---
3/10/2017 15:34,32.8,31.49,0.51,0.232,---,---,---
3/10/2017 15:35,32.85,31.47,0.41,0.225,---,---,---
3/10/2017 15:36,33,31.33,0.53,0.234,---,---,---
3/10/2017 15:37,32.61,31.65,0.61,0.24,---,---,---
3/10/2017 15:38,32.56,31.68,0.66,0.244,---,---,---
3/10/2017 15:39,32.53,31.73,0.79,0.253,---,---,---
3/10/2017 15:40,32.06,32.11,0.69,0.246,---,---,---
3/10/2017 15:41,32.36,31.95,0.42,0.225,---,---,---
3/10/2017 15:42,32.26,31.92,0.81,0.255,---,---,---
3/10/2017 15:43,31.96,32.3,0.64,0.242,---,---,---
3/10/2017 15:44,31.9,32.41,0.6,0.239,---,---,---
3/10/2017 15:45,31.97,32.41,0.53,0.234,---,---,---
3/10/2017 15:46,32.01,32.43,0.67,0.245,---,---,---
3/10/2017 15:47,32,32.19,0.59,0.238,---,---,---
3/10/2017 15:48,31.97,32.15,0.6,0.239,---,---,---
3/10/2017 15:49,31.99,32.12,0.6,0.239,---,---,---
3/10/2017 15:50,31.83,32.34,0.44,0.227,---,---,---
3/10/2017 15:51,31.76,32.33,0.48,0.23,---,---,---
3/10/2017 15:52,31.77,32.37,0.34,0.219,---,---,---
3/10/2017 15:53,31.73,32.38,0.46,0.228,---,---,---
3/10/2017 15:54,31.52,32.45,0.71,0.247,---,---,---
3/10/2017 15:55,31.4,32.75,0.57,0.237,---,---,---
3/10/2017 15:56,31.42,32.79,0.71,0.248,---,---,---
3/10/2017 15:57,31.37,32.95,0.83,0.257,---,---,---
3/10/2017 15:58,31.43,32.77,0.87,0.259,---,---,---
3/10/2017 15:59,31.34,32.88,0.72,0.248,---,---,---
3/10/2017 16:00,31.3,32.99,0.55,0.235,---,---,---
3/10/2017 16:01,31.35,32.99,0.67,0.245,---,---,---
3/10/2017 16:02,31.3,32.75,0.91,0.263,---,---,---
3/10/2017 16:03,31.2,32.87,0.79,0.254,---,---,---
3/10/2017 16:04,31.17,32.85,0.64,0.242,---,---,---
3/10/2017 16:05,30.93,32.96,1.04,0.272,---,---,---
3/10/2017 16:06,30.57,33.19,0.86,0.259,---,---,---
3/10/2017 16:07,30.28,33.48,0.68,0.245,---,---,---
3/10/2017 16:08,30.69,33.05,0.85,0.258,---,---,---
3/10/2017 16:09,30.41,33.37,0.74,0.25,---,---,---
3/10/2017 16:10,30.58,33.31,0.77,0.252,---,---,---
3/10/2017 16:11,30.45,33.5,0.74,0.25,---,---,---
3/10/2017 16:12,30.22,33.81,2.08,0.351,---,---,---
3/10/2017 16:13,30.18,33.78,2.95,0.415,---,---,---
3/10/2017 16:14,30.04,34.03,1.06,0.274,---,---,---
3/10/2017 16:15,29.97,34.32,0.66,0.244,---,---,---
3/10/2017 16:16,29.92,34.28,0.75,0.251,---,---,---
3/10/2017 16:17,29.83,34.04,0.68,0.245,---,---,---
3/10/2017 16:18,29.84,34.17,0.9,0.262,---,---,---
3/10/2017 16:19,29.6,34.51,0.97,0.267,---,---,---
3/10/2017 16:20,29.63,34.39,1.33,0.294,---,---,---
3/10/2017 16:21,29.42,34.68,0.94,0.265,---,---,---
3/10/2017 16:22,29.33,34.86,1.25,0.288,---,---,---
3/10/2017 16:23,29.29,34.95,0.76,0.252,---,---,---
3/10/2017 16:24,29.41,34.85,0.78,0.253,---,---,---
3/10/2017 16:25,29.2,35.17,0.79,0.253,---,---,---
3/10/2017 16:26,29.13,35.35,6.95,0.695,---,---,---
3/10/2017 16:27,28.93,35.62,1.61,0.315,---,---,---
3/10/2017 16:28,28.81,35.77,1.41,0.3,---,---,---
3/10/2017 16:29,28.72,36.02,2.31,0.367,---,---,---
3/10/2017 16:30,28.55,36.27,4.86,0.552,---,---,---
3/10/2017 16:31,28.47,36.21,7.39,0.724,---,---,---
3/10/2017 16:32,28.38,36.4,3.3,0.44,---,---,---
3/10/2017 16:33,28.19,36.67,4.23,0.508,---,---,---
3/10/2017 16:34,28.15,36.59,6.07,0.636,---,---,---
3/10/2017 16:35,28.23,36.29,4.73,0.543,---,---,---
3/10/2017 16:36,28.1,36.55,5.33,0.585,---,---,---
3/10/2017 16:37,27.98,36.75,2.49,0.381,---,---,---
3/10/2017 16:38,27.91,36.98,3.27,0.438,---,---,---
3/10/2017 16:39,27.86,37.12,3.66,0.467,---,---,---
3/10/2017 16:40,27.78,37.26,2.91,0.412,---,---,---
3/10/2017 16:41,27.48,37.44,8.45,0.793,---,---,---
3/10/2017 16:42,27.46,37.51,8.53,0.799,---,---,---
3/10/2017 16:43,27.53,37.45,8.74,0.812,---,---,---
3/10/2017 16:44,27.46,37.46,7.6,0.738,---,---,---
3/10/2017 16:45,27.03,38.02,6.65,0.676,---,---,---
3/10/2017 16:46,26.75,38.21,11.8,0.997,---,---,---
3/10/2017 16:47,26.72,38.47,5.77,0.616,---,---,---
3/10/2017 16:48,26.91,38.27,4.82,0.55,---,---,---
3/10/2017 16:49,26.8,37.45,7.41,0.726,---,---,---
3/10/2017 16:50,26.59,36.16,4.48,0.526,---,---,---
3/10/2017 16:51,26.23,35.98,8.04,0.767,---,---,---
3/10/2017 16:52,26.05,35.9,7.13,0.707,---,---,---
3/10/2017 16:53,25.74,35.78,4.66,0.538,---,---,---
3/10/2017 16:54,25.29,35.56,4.83,0.55,---,---,---
3/10/2017 16:55,25.09,35.81,4.71,0.542,---,---,---
3/10/2017 16:56,25.01,35.94,6.78,0.684,---,---,---
3/10/2017 16:57,24.86,36.03,8.91,0.823,---,---,---
3/10/2017 16:58,24.26,36.96,5.96,0.629,---,---,---
3/10/2017 16:59,23.85,37.54,10.9,0.944,---,---,---
3/10/2017 17:00,23.31,38.45,11.91,1.004,---,---,---
3/10/2017 17:01,22.96,38.92,10.84,0.941,---,---,---
3/10/2017 17:02,22.51,39.68,10.81,0.939,---,---,---
3/10/2017 17:03,22.32,40.1,9.87,0.883,---,---,---
3/10/2017 17:04,22.28,40.31,7.83,0.753,---,---,---
3/10/2017 17:05,22.13,40.78,7.34,0.722,---,---,---
3/10/2017 17:06,22.07,41.23,6.19,0.644,---,---,---
3/10/2017 17:07,21.88,41.93,10.19,0.902,---,---,---
3/10/2017 17:08,21.58,42.82,9.42,0.854,---,---,---
3/10/2017 17:09,21.58,42.92,8.11,0.771,---,---,---
3/10/2017 17:10,21.42,43.28,8.42,0.791,---,---,---
3/10/2017 17:11,21.5,43.25,8.92,0.823,---,---,---
3/10/2017 17:12,21.66,42.74,7.07,0.703,---,---,---
3/10/2017 17:13,21.44,42.99,6.89,0.692,---,---,---
3/10/2017 17:14,21.26,43.37,6.6,0.672,---,---,---
3/10/2017 17:15,21.22,43.46,7.7,0.745,---,---,---
3/10/2017 17:16,20.69,44.69,14.27,1.135,---,---,---
3/10/2017 17:17,20.17,45.89,13.01,1.066,---,---,---
3/10/2017 17:18,19.82,46.63,13.14,1.074,---,---,---
3/10/2017 17:19,19.61,47.08,11.38,0.973,---,---,---
3/10/2017 17:20,19.69,47.06,8.26,0.781,---,---,---
3/10/2017 17:21,19.77,47.07,8.64,0.805,---,---,---
3/10/2017 17:22,19.66,47.43,10.38,0.913,---,---,---
3/10/2017 17:23,19.64,47.93,12.3,1.026,---,---,---
3/10/2017 17:24,19.35,50.74,12.95,1.063,---,---,---
3/10/2017 17:25,19.35,51.17,8.64,0.806,---,---,---
